,bedrooms,bathrooms,lat,lng,since_built_year,no_of_units,area_size,since_listing_month,price
15203,4,3.0,1.35823032280321,103.965573132382,92.0,428.0,1270.0,4,1738000.0
15204,5,5.0,1.24297424636053,103.839164641252,11.0,124.0,3789.0,6,7669200.0
15205,1,1.0,1.33990853882395,103.767523150763,62.0,466.4,474.0,4,1024100.0
15206,3,3.0,1.26493085106915,103.81714789225,62.0,429.0,947.0,4,2429900.0
15207,3,3.0,1.32458602112842,103.848173371262,13.0,180.0,1485.0,5,3168000.0
15208,4,3.0,1.35629068660571,103.930616424575,1.0,700.0,1119.0,4,1383800.0
15209,2,2.0,1.31506105973759,103.856679863644,10.0,40.0,840.0,9,1188000.0
15210,3,2.0,1.30669217339059,103.836183395425,12.0,32.0,1561.0,4,4015000.0
15211,2,2.0,1.3550558263709598,103.929921925596,3.0,626.0,689.0,6,924000.0
15212,2,1.0,1.33990853882395,103.767523150763,62.0,928.0,570.0,5,1305700.0
15213,2,2.0,1.279625798918,103.854987203774,12.0,428.0,1216.0,6,3850000.0
15214,3,2.0,1.29488940916719,103.816655765912,23.0,14.0,1184.0,6,2145000.0
15215,3,2.0,1.3823880275650702,103.892136541911,6.0,680.0,936.0,4,1697600.0
15216,3,2.0,1.30583366077819,103.92143810385,47.0,752.0,1636.0,6,1980000.0
15217,2,1.0,1.32114652933088,103.841550400671,7.0,55.0,646.0,6,1749000.0
15218,3,2.0,1.36652661429401,103.875828348014,92.0,18.0,936.0,4,1548800.0
15219,1,1.0,1.28303695135392,103.831778176417,85.0,11.0,840.0,4,968000.0
15220,2,2.0,1.3708890896953505,103.899645157027,-1.0,1472.0,614.0,4,1056000.0
15221,3,2.0,1.3442593228979498,103.949073592994,62.0,2203.0,1087.0,4,1984400.0
15222,2,2.0,1.3275600536589,103.906561126325,7.0,748.0,818.0,5,1265000.0
15223,2,2.0,1.2972590729906102,103.831023686317,46.0,540.0,614.0,4,1815000.0
15224,4,4.0,1.3184692021333202,103.828143736822,7.0,134.0,2368.0,13,5489000.0
15225,3,2.0,1.34569360134293,103.769862628576,62.0,258.0,947.0,3,1711900.0
15227,1,1.0,1.27708340707631,103.849181343548,5.0,510.0,727.0,5,2200000.0
15228,2,2.0,1.31467262956125,103.839010845653,62.0,340.0,667.0,3,1903000.0
15229,4,4.0,1.29850522262382,103.857088439281,92.0,558.0,1808.0,4,5060000.0
15230,3,4.0,1.26816216653267,103.814379904552,11.0,1129.0,2174.0,10,5280000.0
15231,1,1.0,1.27527115223131,103.83683222505,9.0,351.0,624.0,6,1485000.0
15232,2,1.0,1.31235114369086,103.802863501015,62.0,638.0,667.0,4,1701700.0
15233,3,3.0,1.2983271637053,103.893447598793,1.0,56.0,1873.0,4,5280000.0
15235,2,2.0,1.3889370489849902,103.895081142496,6.0,810.0,732.0,13,1097800.0
15236,2,1.0,1.32302236265371,103.851021455853,11.0,48.0,538.0,6,935000.0
15238,1,1.0,1.34709474344486,103.775782646855,22.0,58.0,809.0,4,1155000.0
15239,2,2.0,1.32377633732588,103.799575199149,17.0,82.0,990.0,6,2090000.0
15240,2,2.0,1.35231665677767,103.850719244155,6.0,694.0,678.0,6,1417800.0
15241,2,1.0,1.33990853882395,103.767523150763,62.0,928.0,549.0,3,1342000.0
15242,3,3.0,1.3036862120666202,103.825629004285,92.0,54.0,2207.0,3,10560000.0
15243,2,3.0,1.36358352849535,103.76526340091,22.0,448.0,1206.0,5,1870000.0
15244,4,6.0,1.29955807704199,103.901523915554,8.0,383.0,4467.0,6,12650000.0
15245,4,4.0,1.2860062587817,103.791721078676,52.0,1862.0,1335.0,3,2703800.0
15246,1,1.0,1.36478651146586,103.764763618001,5.0,512.0,517.0,6,800800.0
15247,3,2.0,1.40717651212161,103.90303963124398,5.0,992.0,1216.0,6,1815000.0
15248,3,2.0,1.29434105060757,103.828440282424,7.0,248.0,1216.0,5,2959000.0
15249,3,3.0,1.4060438287884798,103.899379746577,7.0,882.0,1206.0,6,1595000.0
15250,2,1.0,1.30132167432065,103.846793259202,4.0,493.0,570.0,7,1375000.0
15251,2,2.0,1.26816216653267,103.814379904552,11.0,1129.0,1281.0,4,2365000.0
15252,2,2.0,1.42830689959131,103.836824410465,4.0,920.0,646.0,5,1320000.0
15254,3,2.0,1.2959707477638998,103.871750424041,19.0,522.0,1141.0,5,1856800.0
15255,3,3.0,1.34559872380256,103.733113689952,22.0,452.0,1163.0,5,1375000.0
15256,1,1.0,1.2738629435052,103.843710484506,62.0,351.0,441.0,4,1089000.0
15257,1,1.0,1.35463454937098,103.876897062047,7.0,140.0,420.0,13,709500.0
15258,4,4.0,1.28198401796351,103.80305297171302,9.0,1040.0,1938.0,5,3245000.0
15259,4,4.0,1.29884698729343,103.764917692526,6.0,478.0,3649.0,13,4326600.0
15260,2,2.0,1.28220135422006,103.803023755825,9.0,1040.0,1055.0,5,1683000.0
15261,3,2.0,1.40346964588042,103.904495442363,6.0,618.0,990.0,6,1276000.0
15262,2,2.0,1.31264956890401,103.794954717761,3.0,69.0,710.0,4,2493700.0
15263,3,3.0,1.2984373006061298,103.884408021083,6.0,130.0,1184.0,4,2604800.0
15264,3,2.0,1.34389430664838,103.73402552332,28.0,950.0,1389.0,4,1691800.0
15265,2,2.0,1.28018119780699,103.784824737346,3.0,24.0,624.0,4,1430000.0
15266,2,2.0,1.3684545557128602,103.877694299402,8.0,414.0,958.0,4,1353000.0
15267,2,2.0,1.30961901654531,103.909258168713,7.0,22.0,635.0,6,1078000.0
15268,4,4.0,1.3123621720005,103.793301226982,92.0,296.0,2088.0,4,7725600.0
15270,4,5.0,1.29906600768056,103.832068608699,11.0,53.0,3422.0,6,9249900.0
15271,4,3.0,1.33821440339182,103.87208996414302,62.0,667.0,1270.0,4,2805000.0
15272,3,2.0,1.3254286184163602,103.945612544747,2.0,720.0,893.0,4,1518000.0
15274,2,2.0,1.31722941395448,103.832485988891,-1.0,230.0,752.0,4,2750000.0
15275,2,2.0,1.31710645052527,103.758947292195,52.0,1468.0,721.0,4,1262800.0
15276,1,3.0,1.2767486020566698,103.829703394306,92.0,1074.0,527.0,3,1393700.0
15277,1,1.0,1.31640183874891,103.759618182887,52.0,1468.0,689.0,4,1540000.0
15278,2,2.0,1.2833382037831298,103.833214514241,85.0,11.0,860.0,8,1100000.0
15281,1,1.0,1.34569360134293,103.769862628576,62.0,258.0,463.0,4,870100.0
15283,2,1.0,1.34598605175358,103.725377841597,5.0,696.0,678.0,3,1100000.0
15284,2,1.0,1.31356614088715,103.803217953455,92.0,638.0,538.0,4,1529000.0
15285,4,4.0,1.3455376872680402,103.881006170094,1.0,80.0,1291.0,3,2726100.0
15286,2,2.0,1.32118876331653,103.865044082222,6.0,862.0,700.0,6,1265000.0
15288,4,4.0,1.31961486592659,103.845969245127,62.0,87.0,1302.0,4,3752100.0
15289,1,1.0,1.37727987843588,103.960995134049,7.0,679.0,484.0,6,713900.0
15290,3,3.0,1.2481278672912,103.84223130902,11.0,228.0,1754.0,4,6578000.0
15291,3,3.0,1.37624162646701,103.903175368865,7.0,394.0,1023.0,4,1155000.0
15292,1,1.0,1.31313311594697,103.892243476326,13.0,60.0,570.0,3,976800.0
15293,2,2.0,1.3382224855350802,103.781375965144,33.0,215.0,786.0,3,1650000.0
15294,1,1.0,1.27929478959373,103.850552555075,11.0,341.0,829.0,5,1705000.0
15295,3,2.0,1.3453195492621202,103.945384662025,-1.0,466.4,1087.0,6,1155000.0
15296,1,1.0,1.31353535987581,103.882362870576,10.0,50.0,420.0,4,827000.0
15297,2,2.0,1.32761026033247,103.847605847436,8.0,115.0,614.0,4,1210000.0
15298,2,2.0,1.40284161503439,103.90403682739,6.0,618.0,764.0,5,1100000.0
15299,5,6.0,1.31083945362027,103.828325367461,8.0,156.0,6458.0,6,39462500.0
15300,3,2.0,1.29897474563265,103.899038172699,62.0,144.0,1109.0,4,2747800.0
15301,3,2.0,1.30046079287146,103.901197702292,8.0,76.0,1184.0,3,3287800.0
15302,2,1.0,1.33990853882395,103.767523150763,62.0,928.0,570.0,5,1427800.0
15303,2,1.0,1.29510458679803,103.828511352677,7.0,120.0,538.0,3,1430000.0
15304,4,4.0,1.30914345592949,103.83757966118,12.0,70.0,2626.0,6,6710000.0
15305,2,2.0,1.31157714328388,103.859941125851,13.0,48.0,538.0,5,921800.0
15306,1,1.0,1.27671498507474,103.853326932298,5.0,1042.0,710.0,5,1969000.0
15307,2,2.0,1.31782799598861,103.851970497394,6.0,106.0,603.0,6,1298000.0
15308,4,3.0,1.41844703579357,103.841112412447,4.0,216.0,1173.0,4,1241600.0
15309,2,1.0,1.31242688268348,103.841064338246,92.0,378.0,614.0,4,1749000.0
15310,4,4.0,1.29728166021583,103.834690606647,12.0,49.0,2499.0,3,7139000.0
15311,3,2.0,1.29906600768056,103.832068608699,11.0,53.0,1754.0,4,4370300.0
15312,3,3.0,1.35820450511192,103.764151070734,24.0,400.0,1475.0,5,1980000.0
15313,1,1.0,1.32829730314994,103.907781216808,11.0,748.0,517.0,4,748000.0
15314,4,4.0,1.3455376872680402,103.881006170094,1.0,80.0,1291.0,3,2936200.0
15315,1,1.0,1.32751732948177,103.906881121492,7.0,748.0,527.0,7,803000.0
15316,3,2.0,1.33718821380367,103.781736456,1.0,171.0,958.0,4,2090000.0
15317,3,3.0,1.34553420682452,103.880737418528,1.0,80.0,1227.0,4,2824600.0
15318,2,1.0,1.31583675363618,103.892746648427,3.0,429.0,646.0,5,1430000.0
15319,3,2.0,1.31242688268348,103.841064338246,92.0,378.0,915.0,4,2431000.0
15320,4,5.0,1.27671498507474,103.853326932298,5.0,1042.0,2045.0,5,6042200.0
15321,1,1.0,1.33384689715327,103.786257380774,16.0,242.0,614.0,5,1320000.0
15323,2,1.0,1.32081769238494,103.752667309254,3.0,752.0,603.0,5,1017500.0
15325,3,3.0,1.3446291757256,103.947119140058,62.0,2203.0,1033.0,3,1699500.0
15326,2,2.0,1.2746439780471102,103.844741587315,8.0,360.0,700.0,4,1518000.0
15327,3,3.0,1.31568887219293,103.832317948898,1.0,52.0,1292.0,4,4052400.0
15329,2,1.0,1.32761026033247,103.847605847436,8.0,115.0,614.0,12,1155000.0
15331,4,3.0,1.27708340707631,103.849181343548,5.0,510.0,6814.0,5,22880000.0
15332,2,2.0,1.29309229152325,103.840538564538,14.0,70.0,689.0,5,1417800.0
15333,4,4.0,1.37750076552963,103.959420693377,7.0,376.0,1206.0,3,1483900.0
15334,3,3.0,1.3688625363650502,103.877307783211,8.0,414.0,1001.0,3,1518000.0
15335,3,2.0,1.30013550331303,103.846750395382,-1.0,188.0,980.0,4,2981000.0
15337,2,2.0,1.30137638010264,103.898166752118,12.0,562.0,958.0,5,2035000.0
15338,3,3.0,1.36534920847374,103.830268477018,7.0,361.0,1603.0,4,2530000.0
15339,3,3.0,1.31961486592659,103.845969245127,62.0,87.0,818.0,3,2384800.0
15341,2,2.0,1.32541778538724,103.883403765337,-1.0,265.0,861.0,4,1639000.0
15342,4,5.0,1.29474075956073,103.836583709306,-1.0,376.0,2056.0,3,6796900.0
15343,3,3.0,1.2429639958111298,103.83710621358802,12.0,91.0,2088.0,5,3528700.0
15345,3,4.0,1.2983271637053,103.893447598793,1.0,56.0,1872.0,4,5368000.0
15346,3,2.0,1.3393150403200502,103.705350996191,13.0,610.0,1583.0,6,1738000.0
15347,4,1.0,1.2984373006061298,103.884408021083,6.0,130.0,2874.0,9,7353500.0
15348,1,1.0,1.27671498507474,103.853326932298,5.0,1042.0,732.0,6,1794300.0
15350,3,4.0,1.2994464420761,103.826792238545,11.0,110.0,2153.0,4,6270000.0
15351,3,3.0,1.29728166021583,103.834690606647,12.0,49.0,1431.0,4,3520000.0
15352,2,1.0,1.29916295967817,103.857859536947,5.0,660.0,721.0,5,1958000.0
15353,5,5.0,1.3178794004561398,103.760054234833,52.0,1468.0,1711.0,4,3311000.0
15354,4,3.0,1.32550014170954,103.882891463503,-1.0,265.0,1367.0,3,2415600.0
15355,2,2.0,1.4401512884871297,103.82780133663,92.0,448.0,926.0,4,1351900.0
15356,1,1.0,1.27671498507474,103.853326932298,5.0,1042.0,721.0,6,1803200.0
15357,3,3.0,1.35924248632998,103.845377575704,11.0,616.0,2164.0,4,3135000.0
15358,3,2.0,1.26816216653267,103.814379904552,11.0,1129.0,1539.0,5,2794000.0
15359,3,3.0,1.36876244877256,103.776359050267,8.0,496.0,1184.0,5,1738000.0
15360,2,3.0,1.33772750116803,103.780072604798,10.0,140.0,1130.0,11,2198900.0
15361,2,2.0,1.32534460429599,103.840724426138,-1.0,90.0,829.0,4,2275000.0
15362,4,5.0,1.29298775382221,103.851046829843,6.0,39.0,5802.0,4,26617000.0
15363,2,2.0,1.35231665677767,103.850719244155,6.0,694.0,689.0,4,1320000.0
15364,2,1.0,1.28670074148056,103.790979496973,52.0,1862.0,829.0,4,1650000.0
15365,3,3.0,1.32534460429599,103.840724426138,7.0,90.0,1088.0,4,2915000.0
15366,2,1.0,1.31353535987581,103.882362870576,10.0,50.0,377.0,6,756800.0
15367,3,3.0,1.30037788649789,103.899209385261,36.0,592.0,947.0,4,2398000.0
15368,2,1.0,1.31672581051651,103.78420830194,1.0,119.0,786.0,6,1807500.0
15369,4,3.0,1.3121495835614698,103.93746826206,36.0,1093.0,2195.0,5,2695000.0
15370,1,1.0,1.27960678744377,103.785048203742,1.0,170.0,463.0,6,1100000.0
15371,3,3.0,1.34598605175358,103.725377841597,5.0,696.0,1141.0,6,1980000.0
15372,2,2.0,1.34553420682452,103.880737418528,1.0,80.0,710.0,3,1652200.0
15373,4,4.0,1.26816216653267,103.814379904552,11.0,1129.0,2573.0,6,6742100.0
15374,1,1.0,1.3305813695676798,103.869367354703,6.0,332.0,581.0,6,1012000.0
15375,2,2.0,1.3655707838852,103.77504908361,92.0,460.0,710.0,4,1292600.0
15376,4,2.0,1.29876122425382,103.764733735464,6.0,478.0,3574.0,6,4118100.0
15377,1,1.0,1.34569360134293,103.769862628576,92.0,258.0,463.0,4,860200.0
15378,1,1.0,1.28749505390492,103.793610594541,52.0,1862.0,527.0,4,1019700.0
15380,1,1.0,1.2914248297393,103.844383363038,9.0,696.0,409.0,4,1349700.0
15381,2,2.0,1.28749505390492,103.793610594541,52.0,1862.0,829.0,4,1650000.0
15382,3,2.0,1.44605090505522,103.827051427084,5.0,638.0,915.0,6,1100000.0
15383,3,2.0,1.31002700197152,103.933865292513,45.0,480.0,1647.0,4,2178000.0
15384,3,1.0,1.31845020233528,103.836596501045,-1.0,466.4,936.0,5,2281400.0
15386,2,2.0,1.35231665677767,103.850719244155,6.0,694.0,904.0,4,1762100.0
15387,3,2.0,1.31356614088715,103.803217953455,62.0,638.0,958.0,4,2883100.0
15389,3,2.0,1.37033365760834,103.946520522372,5.0,912.0,947.0,6,1097800.0
15390,2,1.0,1.33990853882395,103.767523150763,62.0,466.4,700.0,9,1494900.0
15391,2,2.0,1.31391724536932,103.883271343775,92.0,34.0,646.0,4,1350100.0
15392,3,3.0,1.26493085106915,103.81714789225,62.0,429.0,1076.0,4,2860000.0
15393,3,2.0,1.34569360134293,103.769862628576,62.0,258.0,1001.0,3,1835400.0
15394,3,2.0,1.2984373006061298,103.884408021083,6.0,130.0,1259.0,5,2995300.0
15395,1,1.0,1.3661870297630598,103.873674807486,-1.0,1052.0,538.0,4,871200.0
15397,2,1.0,1.33917169739151,103.780127443358,10.0,72.0,624.0,6,1155000.0
15398,2,2.0,1.36478651146586,103.764763618001,5.0,512.0,775.0,4,1265000.0
15399,2,2.0,1.279625798918,103.854987203774,12.0,428.0,1227.0,6,3300000.0
15401,1,1.0,1.29078080113526,103.837445495482,7.0,70.0,463.0,7,1375000.0
15402,3,3.0,1.29474075956073,103.836583709306,8.0,376.0,1528.0,3,4796000.0
15403,3,2.0,1.33177820937104,103.724395111591,6.0,546.0,1119.0,3,1485000.0
15406,2,2.0,1.2914248297393,103.844383363038,9.0,696.0,667.0,3,1848000.0
15407,2,2.0,1.31083945362027,103.828325367461,8.0,156.0,1539.0,5,4789400.0
15408,2,2.0,1.31194266781347,103.879213970964,8.0,63.0,602.0,5,797500.0
15409,4,5.0,1.31083945362027,103.828325367461,8.0,156.0,2476.0,6,8773600.0
15411,4,6.0,1.30964956283877,103.800870514368,92.0,57.0,2303.0,4,7564800.0
15412,2,1.0,1.32302236265371,103.851021455853,11.0,48.0,549.0,3,935000.0
15413,4,4.0,1.30059566643121,103.904604668597,18.0,612.0,1539.0,4,2629000.0
15414,2,2.0,1.2995172080842,103.802806930224,1.0,309.0,700.0,4,1870000.0
15415,1,1.0,1.3008178172824,103.861939079699,26.0,360.0,818.0,6,2746400.0
15416,2,2.0,1.31961486592659,103.845969245127,62.0,87.0,657.0,4,2035000.0
15417,3,2.0,1.33990853882395,103.767523150763,62.0,466.4,980.0,12,2137300.0
15418,1,1.0,1.2967720264870302,103.800712927589,1.0,1259.0,441.0,4,1045000.0
15419,2,2.0,1.32467219356956,103.852850424074,25.0,55.0,958.0,3,1342000.0
15420,1,2.0,1.30521073390523,103.788340566447,11.0,366.0,1023.0,4,1672000.0
15422,1,1.0,1.33753586880554,103.920651855815,7.0,577.0,668.0,6,833800.0
15423,1,1.0,1.3191895872053898,103.881380824314,5.0,1024.0,463.0,4,900900.0
15424,3,2.0,1.29980838493639,103.898492758597,1.0,92.0,1216.0,4,2783000.0
15425,2,2.0,1.3308749912558102,103.869464661737,6.0,332.0,1281.0,4,1705000.0
15426,4,5.0,1.31083945362027,103.828325367461,8.0,156.0,2476.0,3,7576800.0
15427,2,2.0,1.34340886402757,103.881033504281,7.0,702.0,797.0,7,1265000.0
15428,2,2.0,1.31034080807782,103.802891320917,37.0,319.0,570.0,4,1673000.0
15429,2,2.0,1.3137606224878602,103.901762873018,7.0,36.0,840.0,3,1265000.0
15430,4,3.0,1.36721571020099,103.887069987475,92.0,1410.0,1270.0,4,1870000.0
15431,1,1.0,1.43044787357898,103.784400693243,7.0,337.0,635.0,6,770000.0
15432,3,2.0,1.34598605175358,103.725377841597,5.0,696.0,947.0,6,1573000.0
15433,3,3.0,1.30361391565827,103.829242156982,12.0,46.0,1905.0,4,5170000.0
15434,4,4.0,1.43057374949447,103.784107371321,7.0,337.0,3358.0,3,3289000.0
15435,4,4.0,1.31961486592659,103.845969245127,62.0,87.0,1302.0,4,3408600.0
15436,4,5.0,1.30315428073007,103.829577548446,7.0,40.0,9494.0,3,59526500.0
15437,2,2.0,1.27980322314972,103.78590960328,8.0,144.0,786.0,3,1210000.0
15438,2,2.0,1.3098427061008502,103.896599466454,9.0,122.0,786.0,6,1375000.0
15439,2,1.0,1.3162773675544,103.845724040655,1.0,71.0,560.0,12,1722600.0
15440,1,1.0,1.30721890328725,103.907151915476,10.0,65.0,464.0,7,737000.0
15442,3,3.0,1.2677295486355602,103.814112900634,11.0,1129.0,1690.0,13,3439700.0
15444,3,3.0,1.33780921329804,103.930957548361,10.0,437.0,1249.0,6,1694000.0
15445,3,2.0,1.31961486592659,103.845969245127,62.0,87.0,818.0,3,2347400.0
15446,1,1.0,1.34340886402757,103.881033504281,7.0,702.0,463.0,5,913000.0
15447,3,3.0,1.2914248297393,103.844383363038,9.0,696.0,1313.0,4,3740000.0
15448,3,3.0,1.33172521206895,103.79299075159,23.0,53.0,1635.0,5,3025000.0
15449,5,4.0,1.36640399486083,103.886928294134,92.0,1410.0,1679.0,4,3025000.0
15450,3,3.0,1.30059566643121,103.904604668597,18.0,612.0,1313.0,4,2519000.0
15451,3,3.0,1.33736132890799,103.929904834366,11.0,405.0,1324.0,6,1870000.0
15452,1,1.0,1.27671498507474,103.853326932298,5.0,1042.0,700.0,12,2000900.0
15454,2,1.0,1.2998826225442,103.828975333714,9.0,60.0,710.0,4,2057000.0
15455,3,3.0,1.2429639958111298,103.83710621358802,12.0,91.0,2088.0,6,3073200.0
15456,3,2.0,1.29897474563265,103.899038172699,62.0,144.0,1109.0,4,3379200.0
15457,1,1.0,1.40647600222557,103.901421747964,5.0,992.0,624.0,6,1056000.0
15458,2,2.0,1.3288658916199698,103.90719397756,6.0,105.0,742.0,7,1320000.0
15459,3,2.0,1.26489010829928,103.816454088109,6.0,366.0,1389.0,3,3300000.0
15460,2,2.0,1.37141634507612,103.943621458548,9.0,642.0,797.0,6,878800.0
15461,2,3.0,1.35714997234684,103.75913571224702,21.0,192.0,1281.0,7,1320000.0
15462,4,3.0,1.2984373006061298,103.884408021083,6.0,130.0,2325.0,5,6820000.0
15463,2,2.0,1.32242172407521,103.848172032797,12.0,102.0,893.0,7,1650000.0
15464,3,4.0,1.28198401796351,103.80305297171302,9.0,1040.0,3874.0,4,4290000.0
15465,4,4.0,1.28220135422006,103.803023755825,9.0,1040.0,3627.0,5,3630000.0
15466,1,1.0,1.3784291899576202,103.763427108552,5.0,546.0,474.0,5,948200.0
15467,1,1.0,1.38080905267333,103.759870901492,8.0,338.0,614.0,3,874500.0
15468,2,2.0,1.30656346400868,103.8213284336,7.0,101.0,807.0,4,2970000.0
15469,3,2.0,1.37447287448697,103.90307048623,4.0,1165.0,1023.0,3,1518000.0
15470,4,4.0,1.26557373647429,103.810316696338,11.0,1129.0,3283.0,5,9900000.0
15471,3,2.0,1.37017075252236,103.899998611766,22.0,1472.0,915.0,4,1369500.0
15472,3,2.0,1.31693935432289,103.851895065804,13.0,60.0,2099.0,4,3289000.0
15473,4,4.0,1.30692988560598,103.839716150584,39.0,36.0,3035.0,15,6050000.0
15474,2,2.0,1.3305813695676798,103.869367354703,6.0,332.0,1281.0,5,1705000.0
15476,3,3.0,1.3605632966367098,103.8777118549,20.0,48.0,2208.0,6,2035000.0
15477,5,5.0,1.30896390883059,103.836154325224,92.0,138.0,5920.0,4,36080000.0
15478,4,4.0,1.2763901192721498,103.830271330171,92.0,1074.0,1496.0,4,3696000.0
15479,1,1.0,1.29024259615149,103.841385089725,23.0,492.0,743.0,5,1298000.0
15480,1,1.0,1.27685386379359,103.791742171785,4.0,120.0,560.0,4,1375000.0
15482,2,2.0,1.27671498507474,103.853326932298,5.0,1042.0,1066.0,5,2719000.0
15485,1,1.0,1.29916295967817,103.857859536947,5.0,660.0,689.0,5,1815000.0
15486,2,2.0,1.35176163249001,103.839046663239,-1.0,1206.0,775.0,4,1749000.0
15488,1,1.0,1.31129551056551,103.914950397016,7.0,222.0,635.0,6,1303500.0
15489,3,3.0,1.31615491830399,103.840533848314,1.0,56.0,1410.0,4,3568400.0
15490,3,2.0,1.41696952433092,103.84455199927,5.0,525.0,947.0,4,1086800.0
15491,1,1.0,1.3639320309406298,103.764583569188,6.0,528.0,624.0,7,990000.0
15492,3,3.0,1.3096380423428302,103.869220196792,12.0,96.0,1206.0,4,2618000.0
15493,2,4.0,1.3156928164723998,103.841615456446,6.0,180.0,1173.0,5,2694000.0
15494,2,2.0,1.33210494519976,103.942079542636,18.0,288.0,861.0,13,1188000.0
15495,5,4.0,1.3446291757256,103.947119140058,62.0,2203.0,1690.0,4,2367200.0
15496,5,5.0,1.31242688268348,103.841064338246,92.0,378.0,2960.0,4,8396300.0
15497,2,2.0,1.2746439780471102,103.844741587315,8.0,360.0,699.0,4,1760000.0
15498,3,2.0,1.2738629435052,103.843710484506,62.0,351.0,1421.0,4,3696000.0
15499,4,3.0,1.28198401796351,103.80305297171302,9.0,1040.0,3563.0,3,4048000.0
15500,1,1.0,1.41117338423907,103.831737758337,9.0,608.0,688.0,6,792000.0
15501,1,1.0,1.28749505390492,103.793610594541,52.0,1862.0,517.0,4,1045000.0
15502,2,2.0,1.28736530376366,103.792142440238,52.0,1862.0,829.0,4,1722600.0
15503,3,2.0,1.31953163858398,103.880542167502,5.0,1024.0,958.0,11,1815000.0
15504,3,3.0,1.30075481851819,103.824657220538,14.0,48.0,1130.0,6,2796800.0
15505,3,3.0,1.31336356489796,103.927394321393,-1.0,41.0,990.0,4,1822700.0
15506,4,4.0,1.2953042571073798,103.842749479779,16.0,187.0,1991.0,7,5170000.0
15507,3,3.0,1.31356614088715,103.803217953455,62.0,638.0,1356.0,4,4109600.0
15508,1,1.0,1.2896097164683,103.841276389346,23.0,492.0,786.0,5,1265000.0
15510,2,1.0,1.2766295341073302,103.829105212029,92.0,1074.0,657.0,4,1687400.0
15511,3,2.0,1.34478691681927,103.878778848783,37.0,250.0,850.0,4,2026200.0
15512,1,1.0,1.31640485669867,103.887906763671,8.0,1399.0,420.0,6,957000.0
15513,1,1.0,1.3453195492621202,103.945384662025,-1.0,466.4,463.0,6,751300.0
15514,3,3.0,1.29980838493639,103.898492758597,1.0,92.0,1582.0,4,3333000.0
15515,3,2.0,1.4477847128746102,103.827451281642,-1.0,413.0,1066.0,4,1210000.0
15516,2,2.0,1.34328286670471,103.869217344339,6.0,130.0,936.0,5,1485000.0
15517,1,1.0,1.32736646893517,103.851568376064,4.0,84.0,420.0,5,880000.0
15518,4,3.0,1.3823880275650702,103.892136541911,6.0,680.0,1324.0,4,2322100.0
15519,3,2.0,1.2829614865958898,103.839814598308,92.0,774.0,1098.0,3,2697200.0
15520,2,2.0,1.3008178172824,103.861939079699,26.0,360.0,1098.0,3,2374900.0
15521,2,2.0,1.3139267659581102,103.843104093225,14.0,486.0,1001.0,15,2750000.0
15522,3,3.0,1.33102936528877,103.767519926051,92.0,660.0,1173.0,4,2436500.0
15523,1,1.0,1.37861654539376,103.762615523169,5.0,546.0,463.0,6,823800.0
15524,1,1.0,1.32532977793951,103.852411690265,11.0,154.0,431.0,3,792000.0
15525,2,2.0,1.3263563813243202,103.850660162189,62.0,162.0,775.0,4,1716000.0
15526,3,2.0,1.33990853882395,103.767523150763,62.0,928.0,947.0,5,1870000.0
15528,2,2.0,1.30891243803731,103.76705513582,92.0,640.0,764.0,4,1522400.0
15529,2,2.0,1.31568887219293,103.832317948898,92.0,52.0,743.0,4,2517700.0
15530,1,1.0,1.30665815996221,103.888087858364,9.0,616.0,581.0,3,968000.0
15531,2,2.0,1.27671498507474,103.853326932298,5.0,1042.0,1163.0,8,3275700.0
15532,4,5.0,1.24277478743217,103.839291821387,11.0,124.0,2519.0,10,5087500.0
15533,3,3.0,1.4181257461520902,103.845416491236,4.0,505.0,1001.0,6,1034000.0
15534,1,1.0,1.40645200269854,103.902660834633,5.0,992.0,560.0,4,929500.0
15535,3,2.0,1.32582135495427,103.944919226615,2.0,720.0,883.0,4,1636800.0
15536,4,5.0,1.29955807704199,103.901523915554,8.0,383.0,2508.0,6,5665000.0
15538,4,3.0,1.2393366271489,103.83748719432,11.0,151.0,2852.0,4,7381000.0
15539,2,2.0,1.4030024471188602,103.903766983757,6.0,618.0,764.0,3,1094500.0
15540,2,2.0,1.27671498507474,103.853326932298,5.0,1042.0,1163.0,5,3408000.0
15541,4,3.0,1.27671498507474,103.853326932298,5.0,1042.0,2045.0,4,6145200.0
15542,2,2.0,1.35390463548978,103.928606478668,1.0,861.0,689.0,4,1004300.0
15543,3,3.0,1.30158083491052,103.848507995671,8.0,272.0,1992.0,4,3740000.0
15545,2,1.0,1.28749505390492,103.793610594541,52.0,1862.0,786.0,3,1507000.0
15546,4,4.0,1.44828241594928,103.827628408069,-1.0,413.0,1399.0,4,1812800.0
15547,3,2.0,1.3490007332741898,103.748907884779,18.0,280.0,1088.0,5,1507000.0
15548,4,4.0,1.36286208839026,103.763433915546,92.0,564.0,1249.0,4,2120800.0
15549,3,4.0,1.2967052650271,103.841902571018,11.0,176.0,3680.0,3,7480000.0
15550,1,1.0,1.31266290803793,103.911509004252,7.0,74.0,474.0,6,844800.0
15551,3,2.0,1.35714997234684,103.75913571224702,21.0,192.0,1184.0,5,1320000.0
15552,3,3.0,1.33780921329804,103.930957548361,10.0,437.0,1249.0,4,1581800.0
